emp_no,first_name,last_name,gender,salary,to_date
97654,Martijn,Wynblatt,F,53251,2000-05-15
97666,Spyrose,Alencar,M,58336,1986-10-16
97666,Spyrose,Alencar,M,58336,1992-09-02
97671,Sanjeeva,Remmers,M,64472,2001-06-14
97787,Jayson,Zumaque,M,50797,1993-06-09
97797,Stein,DuBourdieux,M,40000,1996-12-08
97808,Dharmaraja,Bolotov,F,68538,2001-03-26
97810,Saeko,Goodrum,M,40000,2001-06-16
97866,Tse,Chandrasekhar,F,40000,1991-02-06
97948,Henk,Geffroy,M,40000,2000-09-02
97956,Hinrich,Suessmith,F,40000,1995-11-27
97983,Pasqua,DuBourdieux,M,58410,2000-03-16
97985,Dekang,Botman,F,54124,1986-06-03
98270,Kinh,Kawashimo,F,56835,1993-04-22
98066,Fumiyo,Prampolini,F,42002,2000-11-16
98317,Domenico,Vieri,M,43524,1998-11-23
98105,Hausi,Potthoff,M,40539,1997-10-27
98335,Shao,Vuskovic,M,40000,1988-12-14
98145,Ziyad,Schlegelmilch,F,40000,1995-06-12
98149,Moss,Preusig,M,40000,1993-02-18
98151,Janche,Skogmar,F,50024,1998-08-31
98160,Sakthirel,Kusalik,M,40000,1999-03-22
98169,Bedrich,Luft,F,120032,1989-09-19
98173,Irena,Ambroszkiewicz,F,89009,1994-08-03
98199,Sadun,Felcyn,F,58988,1988-11-28
98236,Shen,Talmor,M,54968,1990-04-25
98625,Kien,Selvestrel,F,44964,1996-05-05
98476,Constantine,Bade,F,40000,1991-03-22
98524,Anneli,Rosenbaum,F,51480,1997-11-09
98525,Berna,Lalonde,M,52186,2001-07-17
98725,Gill,Kaminger,F,49026,1998-10-29
98586,Kauko,Steenbeek,M,40000,2002-04-11
98604,Tremaine,Reeken,F,40000,1988-05-09
98615,Yuguang,Crouzet,F,47409,1996-08-22
98745,Zhanqiu,Kitsuregawa,M,61252,1996-04-04
98805,Junichi,Demizu,M,45058,1990-05-29
99026,Zhongwei,Broomell,M,66271,1991-10-06
98825,Aemilian,Kroft,M,51267,1992-10-07
98850,Augustine,Picco,M,53047,1999-04-02
98854,Kotesh,Garrabrants,M,43094,1996-01-15
98927,Eirik,Shigei,F,40000,1994-04-11
98944,Guiseppe,Erbe,M,40000,1989-01-06
98944,Guiseppe,Erbe,M,40000,1996-12-02
99026,Zhongwei,Broomell,M,66271,1991-10-14
98958,Jaideep,Denos,M,70618,2000-08-23
99040,Danil,Kalorkoti,M,87212,1997-05-01
98962,Brendon,Sluis,M,58636,1988-08-18
98973,Aemilian,Quittner,F,51554,2001-10-15
98978,Doohun,Sidje,F,55614,2002-05-24
99061,Arco,Gustavson,M,40000,1994-02-04
98984,Rosalyn,Ushiama,M,42340,1988-11-16
99071,Niranjan,Luders,F,42294,1988-10-31
99116,Luigi,Pargaonkar,F,47315,1995-02-27
99173,Evgueni,Engberts,F,46859,1986-07-20
99182,Jaques,Fontan,M,57476,2002-02-27
99122,Tooru,Schwabacher,M,40000,2001-05-17
99126,Isamu,Chepyzhov,F,40000,1997-05-10
99137,Yonghoan,Pollock,F,82357,1998-04-16
99221,Masamitsu,Fiebach,M,50104,1998-02-13
99367,Uriel,Hutton,F,40000,2002-03-14
99288,Gilbert,Moffat,F,65707,2000-05-02
99296,Jaewoo,Kushner,M,70447,1987-09-03
99313,Masasuke,Caine,M,40000,1992-06-17
99376,Olivera,Blokdijk,M,40000,1989-08-20
99340,Masaru,Selvestrel,F,40000,1987-10-16
99408,Idoia,Roisin,M,51254,1994-04-11
99412,Shuho,Christ,M,40000,1999-08-24
99412,Shuho,Christ,M,40000,1997-08-14
99431,Prodip,Kusalik,M,87304,1999-03-22
99550,Tsvetan,Hebert,F,42382,1993-07-09
99560,Maris,Calkin,M,40000,1998-06-29
99456,Lech,Verspoor,M,53815,1996-02-02
99564,Vitali,Azevdeo,M,56125,1998-09-19
99570,Xiaoheng,Rodham,M,40000,1990-08-23
99583,Holgard,Schmittgen,F,47873,1999-09-02
99585,Khoa,Kropp,M,49416,1991-09-26
99592,Jayson,Rubsam,M,56695,1993-05-29
99592,Jayson,Rubsam,M,56695,1993-02-18
99495,Tayeb,Alblas,F,78822,2001-07-30
99611,Breannda,Stasinski,F,40000,1992-04-15
99532,Percy,Picco,F,88964,1989-03-09
99740,Adly,Wiegley,M,80439,1994-03-10
99705,Souichi,Bahr,M,47335,1989-11-04
99716,Luerbio,Casperson,M,55990,1989-05-18
99745,Girolamo,Highland,F,40034,1998-12-22
99748,Van,Negoita,F,40000,1996-11-17
99775,Shigeaki,Denis,F,84162,1999-12-10
99932,Eishiro,Terwilliger,F,54328,1989-04-01
99792,Kensyu,Calkin,F,109356,2001-04-30
99794,Kristin,Garnick,F,40000,1999-01-23
99803,Franziska,Oberman,M,55068,1992-09-27
99823,Yoshinari,Chiodo,F,40000,1998-01-05
100008,Otmar,Selvestrel,M,40000,1998-04-13
99833,Alagu,Tsukuda,M,40000,1994-06-28
100017,Saeko,Radwan,F,45370,1995-09-10
100023,Boutros,Emiris,M,43162,1992-08-04
99845,Ebru,Matheson,F,40000,1992-05-06
99853,Gor,Morrey,M,40000,1990-07-12
100048,Dannz,Motley,M,40415,2002-03-25
100048,Dannz,Motley,M,40415,1999-05-28
99876,Zhonghui,Angiulli,M,40000,1997-06-02
100331,Leon,Tiemann,M,40000,2000-10-01
100108,Kwangho,Underwood,F,78375,1995-07-30
100158,Ayakannu,Falby,F,40000,1991-02-03
100338,Aiman,Reeker,M,54432,1989-09-04
100338,Aiman,Reeker,M,54432,1987-12-28
100347,Otmar,Gajiwala,M,69423,1988-03-22
100364,Douadi,Luit,M,40000,2001-06-06
100206,Arumugam,Wrigley,M,75261,2000-12-14
100395,Sadun,Kavraki,F,54167,1990-05-25
100229,Aamer,Ferretti,M,40000,2001-06-14
100246,Berna,Jording,F,65433,1992-10-09
100255,Amabile,Sullins,F,40000,1997-09-02
100259,Jiang,Laurillard,F,40000,1998-11-04
100277,Ravishankar,Baby,M,42826,1990-06-28
100416,Chinya,Neimat,M,51393,1997-04-16
100474,Valery,Sichman,M,47167,1994-01-05
100492,Vincent,Tibblin,M,84588,2001-04-30
100436,Subhankar,Gini,F,83157,1995-08-04
100500,Tetsurou,Sichman,M,61217,1995-10-06
100513,Kenroku,Walston,F,90416,1996-10-07
100465,Takahira,Potthoff,F,40000,1997-07-26
100528,Irene,Kushnir,F,40000,2002-07-13
100556,Sachem,Kaiserswerth,F,40000,1999-12-17
100678,Premal,Terkki,F,40000,1996-09-16
100574,Lucien,Bennet,F,83065,2000-02-14
100576,Xiaopeng,Gluchowski,F,65164,1986-05-14
100606,Shigeichiro,Oskamp,M,40000,1999-07-12
100607,Irene,Yetto,M,40000,2001-11-21
100621,Olivera,Joslin,F,40000,1998-09-25
100682,Ingemar,Pepe,F,49296,2000-04-05
100705,Radhika,McFarlan,M,40000,1993-12-24
100725,Zvonko,Maliniak,M,87150,1998-02-18
100753,Zsolt,Baca,F,72760,1999-02-12
100842,Dante,Brobst,M,40000,1997-11-16
100845,Bezalel,Angelov,M,70698,1986-04-09
100846,Mark,Kalloufi,F,41703,1988-10-23
101033,Zhiwei,Clemencon,M,64916,1989-03-29
100867,Shridhar,Koblick,M,51957,1990-08-18
100889,Mariusz,Spelt,M,40000,1990-04-30
100897,Oksana,Clemencon,M,47069,1998-10-22
100900,Saniya,Vandervoorde,F,40000,1998-01-26
100927,Troy,Lovengreen,M,42027,2000-10-07
100969,Falguni,Eugenio,F,63918,1990-03-08
101209,Xiaoheng,Backhouse,M,50849,1987-01-31
101209,Xiaoheng,Backhouse,M,50849,1988-03-06
101249,Dinkar,Krider,F,71732,1995-07-09
101254,Franziska,Reinhard,F,52561,2001-07-29
101265,Emran,Pluym,F,76518,1998-03-24
101312,Kamakshi,Auria,F,40000,2000-07-16
101078,Fusako,Zedlitz,M,42440,1996-06-22
101378,Reinhold,Monkewich,F,52582,1994-07-04
101379,Ult,Lienhardt,M,54260,1985-12-10
101098,Maya,Norsworthy,M,54008,1987-07-23
101106,Oldrich,Narahari,M,47458,2000-08-28
101133,Val,Heuter,M,65145,1999-09-16
101134,Adas,Ligten,F,40000,1997-02-21
101408,Toong,Melton,M,40000,1999-03-08
101408,Toong,Melton,M,40000,1988-10-29
101134,Adas,Ligten,F,40000,1997-05-03
101142,Sedat,Gini,F,40000,2001-10-26
101153,Manohar,Gill,M,46653,2000-08-12
101610,Olivera,Poulakidas,M,40000,2000-09-20
101479,Hatsukazu,Halloran,M,40000,2002-04-30
101509,Goncalo,Kilgore,F,53217,1991-10-16
101524,Abdulah,Iisaku,F,40000,2000-03-17
101564,Gay,Liedekerke,M,67436,1999-10-10
101628,Sudharsan,Bardell,M,75733,1998-05-06
101678,Sashi,Debuse,M,59837,1989-11-08
101785,Noritoshi,Katalagarianos,M,46628,1991-09-21
101785,Noritoshi,Katalagarianos,M,46628,2001-05-06
101690,Dante,Lally,M,75873,2001-01-26
101813,Shai,Turnbull,F,40000,1988-12-14
101709,Zine,Leslie,M,63416,1999-08-07
101709,Zine,Leslie,M,63416,2001-09-27
101717,Arie,Yetim,F,54384,2001-07-15
101848,Jouko,Kolinko,F,77758,1996-04-25
101850,Domenico,Moehrke,M,51218,2000-06-13
101717,Arie,Yetim,F,54384,1997-11-12
101859,Honesty,Perng,M,40000,1996-02-08
102000,Kersti,Gladwell,M,56761,1993-07-01
101909,Mostafa,Underwood,F,40000,2001-04-17
102019,Mohammad,Ullian,M,87038,1990-11-09
102152,Pantung,Ozery,M,55987,1998-07-02
102028,Yunming,Thiran,F,63152,1995-05-31
102037,Yongqiao,Borovoy,F,57202,2000-03-18
102115,Keiichiro,Kobara,F,101547,1987-03-17
102225,Stella,Peral,M,65031,1999-09-26
102239,Jaroslava,Seuren,M,46805,2001-11-08
102266,Mohan,Undy,M,56066,1997-09-07
102266,Mohan,Undy,M,56066,1997-05-05
102333,Kendra,Stamatiou,M,44130,1996-02-05
102353,Elrique,Veccia,M,41282,1992-07-14
102388,Takanari,Ponthieu,F,65265,1997-02-10
102515,Elvis,Quaggetto,F,40000,1986-03-17
102515,Elvis,Quaggetto,F,40000,1985-10-30
102403,Tua,Heystek,F,40000,1996-09-24
102410,Boalin,Alpay,F,82433,1990-09-23
102550,Magy,Stassinopoulos,F,67806,2001-07-22
102430,Mamdouh,Openshaw,M,69306,1995-05-31
102456,Leni,Kaminger,F,46042,1998-02-23
102605,Chinhyun,Basart,F,41350,1998-03-03
102456,Leni,Kaminger,F,46042,1997-03-19
102677,Huei,Karcich,F,40000,1992-11-05
102491,Arnd,Lortz,F,54658,1991-02-27
102689,Karlis,Merkl,M,45563,1995-11-23
102712,Pohua,Ventosa,M,69660,1987-06-14
102901,Constantino,Huttel,F,64409,1996-07-26
102762,Josyula,Setlzner,F,40000,2000-01-02
102790,Shigeu,Samarati,M,54265,2001-12-31
102804,Xiaoqiang,Kolvik,M,65584,1990-05-02
102922,Kasidit,Nitsche,M,53178,2000-05-18
102823,Guadalupe,Schusler,F,51282,1990-07-11
102828,Divine,Fadgyas,M,40000,1988-05-23
102828,Divine,Fadgyas,M,40000,1991-01-20
102996,Patricio,Riesenhuber,F,60588,1997-11-13
103024,Patricio,Jakobus,M,40000,1996-11-02
103061,Karlis,Delaune,M,40000,1993-09-04
103039,Premsyl,Camarinopoulos,M,83806,2000-04-09
103088,Nitsan,Bresenham,M,73413,1995-03-16
103088,Nitsan,Bresenham,M,73413,1996-02-16
103042,Berthier,Masand,M,70417,1988-09-13
103044,Idoia,Baik,M,40000,1993-02-20
103255,Felicidad,Chinal,M,65925,1999-07-20
103164,Valeska,Chiola,F,66173,1995-02-02
103255,Felicidad,Chinal,M,65925,1995-03-25
103276,Takahito,Bernardinello,F,88765,2001-12-09
103366,Alain,Suermann,F,60314,1999-01-06
103415,Heng,Cronin,M,60614,2001-10-20
103469,Christoper,Kalafatis,F,40000,2001-12-16
103480,Isaac,Eickenmeyer,F,51511,2001-02-19
103621,Yuqun,Vidya,M,45719,2000-09-16
103506,Marsal,Detkin,M,60478,1991-01-06
103522,Narain,Jenevein,M,63106,1992-05-30
103540,Heejo,Senzako,M,40000,1999-08-13
103625,Ottavia,Kambil,M,50104,1997-09-04
103635,Dayanand,Ebeling,M,40000,2001-09-07
103653,Shridhar,Glowinski,M,44356,2000-11-20
103665,Tomoyuki,Monarch,M,63183,1998-09-25
103713,Hironoby,Anido,F,40000,1997-12-19
103730,Quingbo,Roison,M,66732,2000-10-06
103810,Gift,Falco,F,43643,1999-01-21
103754,Ebru,Nicolson,F,43578,2001-11-29
103855,Christophe,Peres,F,46663,1998-04-08
103860,Augustine,Mundy,M,52114,1987-11-02
103761,Kiyomitsu,Schahn,F,40000,1997-04-15
104038,Kwun,Fujisaki,M,49409,1994-02-20
103947,Xinglin,Businaro,M,59044,1999-12-26
103961,Gurbir,Suermann,F,40000,1992-12-21
103965,Sverrir,Baba,F,85514,2000-10-16
103973,Claudi,Wolniewicz,M,76568,1987-12-30
104049,Danny,Heijenga,M,44000,1995-05-06
104174,Ramzi,Shiratori,F,40000,1992-01-27
104174,Ramzi,Shiratori,F,40000,1998-07-17
104060,Moriyoshi,Baca,M,40000,1990-02-21
104184,Roselyn,Ventosa,M,40000,1998-04-11
104094,Manohar,Emiris,F,49509,1999-04-24
104199,Lalit,Kalafatis,F,61331,1999-08-23
104203,Shigenori,Gyorkos,F,72926,1999-08-12
104223,Mantis,Waymire,M,71987,1993-06-30
104111,Malu,Krohm,M,42749,1992-07-05
104254,Tuval,Lichtner,F,50220,1996-07-11
104114,Dzung,Bala,M,40592,1998-09-05
104135,Yaghout,Servi,M,80914,1999-11-30
104144,Gilbert,Staelin,M,40000,2001-02-21
104312,Suzette,Hettesheimer,M,74364,2002-05-18
104154,Udi,Hedayat,M,59276,1991-04-05
104337,Niteen,Schwabacher,M,40000,1990-04-22
104157,Marco,Pusterhofer,M,54033,2000-10-26
104553,Moon,Comte,F,40000,1999-05-26
104593,Arno,Maksimenko,F,40000,1991-08-06
104376,Shahab,Rajaraman,M,40000,1989-09-05
104391,Serge,Lichtman,M,40000,1998-01-14
104411,Zengping,Desikan,F,40000,2000-01-09
104642,Maren,Lichtner,M,42979,1991-07-25
104426,Hyuckchul,Kusalik,M,49156,1995-08-30
104478,Shrikanth,Goodrum,M,46511,1999-11-01
104482,Nikolaos,Navazio,M,41679,1996-04-04
104498,Suvo,Cools,F,40000,1987-11-10
104504,Waiman,Kilgore,F,44682,1988-12-01
104523,Leandro,Gyimothy,M,62637,1998-11-29
104523,Leandro,Gyimothy,M,62637,1998-06-08
104745,Hongzhu,Lichtner,F,40000,2001-01-19
104656,Margo,Walston,M,57530,1998-03-31
104765,Giordano,Samarati,M,65293,1999-03-22
104779,Sergi,Hartvigsen,F,71875,2000-08-23
104658,Mrinalini,Ratnakar,F,52965,1999-04-26
104796,Moriyoshi,Koblitz,M,40000,1995-03-17
104661,Dinah,Perin,F,40000,1988-11-25
104805,Shuky,Figueira,M,40000,1999-03-26
104667,Armond,Hiltgen,M,40000,2000-04-22
104812,Hideo,Fujisawa,M,75881,1988-06-12
104818,Terresa,Setlzner,M,40000,2001-05-26
104677,Kwee,Spataro,F,40000,1999-06-06
104940,Tze,Ciolek,M,50368,1987-10-24
104858,Jiong,Isaak,M,85538,1989-04-14
104876,Adamantios,Zucker,F,61599,2002-04-05
104894,Phule,Schaft,M,54118,1996-11-09
105125,Fumiko,Lamma,M,40000,1988-06-12
105138,Siddarth,Peroz,F,100677,1994-01-31
105145,Susanta,Birch,F,46723,1997-11-24
105145,Susanta,Birch,F,46723,1998-11-10
105154,Lenore,Montemayor,F,68754,1997-07-10
105180,Jouni,Broder,F,48314,2001-08-10
104940,Tze,Ciolek,M,50368,1997-05-24
105202,Susumu,Jording,F,48818,1995-11-05
105003,Xiaocheng,Taubman,M,40000,1999-12-18
105224,Bernd,Schrift,M,40000,2001-05-03
105247,Zdislav,Sigstam,F,40000,1997-11-22
105261,Domenick,Rullman,M,40000,2000-02-16
105073,Miyeon,Pietracaprina,M,86724,1996-05-15
105077,Khue,Clemencon,M,40000,1990-05-17
105081,Yechezkel,Gyorkos,M,50813,1998-09-30
105319,Tru,Rebaine,M,40000,1998-05-15
105485,Magy,Danner,F,40000,1986-10-30
105328,Alain,Hoppenstand,M,40000,1999-03-16
105329,Shakhar,Speer,M,40954,2000-10-30
105370,Macha,Kakkar,M,52938,1995-02-12
105385,Maris,Harnett,M,41439,1997-04-24
105385,Maris,Harnett,M,41439,2000-11-11
105396,Sajjan,Strehl,F,65691,1999-11-18
105564,Jaihie,Parhami,M,40000,1994-11-14
105430,Hairong,Pusterhofer,M,40000,2001-05-10
105449,Renny,Eastman,F,40000,1996-08-20
105581,Rasikan,Hanabata,M,40000,1986-12-12
105841,Jessie,Spelt,M,75590,2000-11-15
105654,Rafols,Vieri,F,44756,1998-07-27
105683,Sachar,Beeson,F,90213,2000-08-30
105697,Chaosheng,Eldridge,F,40000,1992-10-17
105697,Chaosheng,Eldridge,F,40000,1996-08-25
105701,Marsja,Danley,F,40000,2001-05-18
105704,Serif,Gajiwala,F,40000,1996-06-02
105705,Ghassan,Mellouli,F,40000,1998-09-08
105712,Danel,Kobuchi,M,46343,2000-11-27
105717,Aloke,Reinhard,F,54382,1994-02-03
105726,Jagoda,Randt,M,43572,1991-05-01
105748,Ortrud,Kugler,M,40000,1998-01-22
105756,Jianwen,Sundgren,F,40000,1996-08-26
105862,Masato,Jarecki,F,40000,1996-03-30
105770,Yannik,Laventhal,F,59892,2001-11-24
105775,Abdelaziz,Fontan,F,70689,1997-07-06
105878,Dhritiman,Malabarba,F,40000,1995-05-02
105815,Jianhao,Schaaf,F,51643,1988-06-16
105899,Youpyo,Anandan,F,41019,2002-03-03
105934,Gor,Langford,M,43607,1992-04-30
105988,Hirochika,Swick,M,40000,2000-11-17
106016,Mahmut,McClurg,F,40676,1993-12-20
106036,Radoslaw,Puppe,M,61748,1994-06-30
106044,Adamantios,Jeong,M,40000,1991-07-13
106003,Przemyslawa,Kemmerer,M,70147,2002-02-24
106233,Sanjai,Bhattacharjee,M,40000,1996-09-25
106109,Demos,Baaleh,M,57666,1989-04-24
106113,Shigenori,Gill,M,40000,1989-11-08
106133,Guadalupe,Heijenga,M,62184,1990-11-27
106143,Kristina,Pashtan,M,65019,1989-03-17
106143,Kristina,Pashtan,M,65019,1987-12-09
106260,Augustine,Ranta,F,40000,1994-09-30
106192,Alejandra,Calkin,M,40000,1998-09-10
106200,Lenore,Sooriamurthi,F,43116,1989-10-12
106346,Perry,Cronan,M,40000,2000-04-10
106405,Val,Deville,M,40000,2001-12-10
106417,Kwun,Clouatre,M,40000,2001-10-27
106355,Lena,Schmiedel,M,63655,1999-02-28
106371,DAIDA,Ratzlaff,F,77692,1997-02-01
106447,Tadanori,Herber,M,49865,1993-07-24
106463,Janalee,Poulakidas,F,41222,1996-06-04
106376,Sajjad,Poehlman,F,40000,1997-03-12
106577,Florina,Orsini,M,74295,2002-03-04
106508,Lijie,Orlowski,M,40000,1996-05-17
106531,Shuky,Eiron,M,51029,1992-10-27
106537,Shir,Merli,F,40000,1993-06-18
106588,Edwin,Leaver,F,41806,1999-11-18
106605,Visit,Kulisch,M,40000,2000-11-16
106634,Ingmar,Rettelbach,F,77974,1993-05-02
106669,Jaewoo,Mahmud,M,59503,1990-04-10
106770,LiMin,Srimani,F,76622,1998-10-07
106684,Tayeb,Unno,M,70215,1990-09-09
106779,Akemi,Conta,M,61427,2001-04-09
106788,Taisook,Sgarro,M,40000,1996-09-10
106703,Gennady,Kuzuoka,M,40000,2000-10-26
106725,Christoph,Coney,M,79225,2000-06-25
106824,Kokou,Atchley,F,53706,1986-07-19
106837,Elvia,Nitto,M,72614,2001-05-15
106837,Elvia,Nitto,M,72614,1997-11-06
106848,Paddy,Auyong,M,40000,1998-08-23
106848,Paddy,Auyong,M,40000,1998-05-19
106743,Alselm,Erez,M,40000,1998-01-10
106871,Gina,Varley,F,40000,2001-11-10
106879,Susanna,DeMori,F,54048,2000-02-05
106891,Martial,Serna,F,40000,1993-11-15
107131,Lijie,Streng,M,45823,1991-01-28
106949,Ortrun,Erva,M,40000,1991-01-28
106988,Katsuo,Gaughan,M,56543,2001-06-28
107135,Frederique,Orlowski,M,40000,1999-12-09
107253,Aksel,Fontan,F,40000,2002-03-23
107027,Ayonca,Poujol,M,58504,1999-08-17
107033,Sakthirel,Sidhu,M,40000,1995-08-07
107097,Kitty,Badache,F,79614,1993-12-12
107257,Rosine,Czaja,M,84999,1988-11-23
107257,Rosine,Czaja,M,84999,1988-02-23
107279,Dannz,Oxenboll,F,48433,1996-01-25
107287,Paraskevi,Spelt,M,48709,1995-06-04
107296,Adamantios,Mawatari,F,55069,1988-02-01
107325,Demin,Sherertz,F,72170,1994-01-21
107500,Karoline,Masada,F,76558,1991-06-10
107332,Dmitry,Emmart,M,74461,1991-10-06
107333,Menkae,Frezza,M,67210,1990-09-29
107341,Felicidad,Garnick,M,43265,1990-06-13
107359,Xiong,Lamma,M,69866,1994-01-01
107505,Vasilis,Ghemri,F,62259,1995-03-02
107403,Heon,Maccarone,M,40747,1990-03-02
107487,Shiv,Vieri,M,40000,2002-04-22
107682,Georgi,Leonhardt,M,40000,1994-06-29
107687,Alper,Bottner,M,40000,1999-06-27
107508,Rajmohan,Mapelli,F,91591,1998-04-21
107702,Mayuri,Basagni,M,40000,1988-01-17
107525,Nikolaus,Schneeberger,M,40353,1998-07-01
107718,Ibibia,Dehkordi,M,40000,2000-10-16
107723,Gita,Shokrollahi,M,52189,1999-02-04
107535,Tomokazu,Krone,M,40000,1992-04-06
107747,Cathie,Erman,M,61781,1996-09-12
107545,Hisao,Picci,M,41944,1993-05-23
107763,Katsuo,Hasham,M,41509,1990-05-31
107545,Hisao,Picci,M,41944,1993-04-05
107579,Shaleah,McClure,F,42590,1986-04-17
107593,Freyja,Schwaller,M,61143,1991-06-18
107845,Gretta,Suomi,F,44513,2000-08-14
107599,Rayond,Khasidashvili,M,40000,1991-08-06
107623,Yagil,Kilgour,F,40634,1992-12-22
107645,Armond,Iwayama,M,50737,1997-03-01
108074,Leah,Tetzlaff,F,40000,2000-11-11
107895,Toshimitsu,Pappas,M,40000,1991-09-03
107919,Makato,Passafiume,F,61506,2001-10-09
107924,Achilleas,Georgakopoulos,F,55206,2000-08-19
107962,Jiang,Ruemmler,F,50106,1999-04-25
107969,Mahmut,Reutenauer,M,53054,1992-12-01
108126,Izaskun,Shackell,F,68011,1990-07-26
108007,Aimee,Smeets,F,51906,1997-11-26
108019,Mamdouh,Eickenmeyer,F,49942,1990-04-23
108023,Marke,Yetto,M,95998,2000-11-05
108137,Panayotis,Ermel,M,40000,2001-08-07
108142,Nevio,Kawashima,M,44331,1999-01-13
108168,Haldon,Remmers,M,61416,2000-02-05
108181,Ulises,Passino,M,54917,1994-03-29
108217,Mohan,Munoz,M,49154,1999-10-11
108244,Torsten,Savasere,F,47637,1995-08-18
108262,Yannis,Alpay,F,44889,2002-06-17
108440,Xiaoqiang,Conta,M,60258,1997-04-29
108306,Chenye,Heijenga,M,65991,2000-12-08
108342,Yuuichi,Muchinsky,M,53078,2000-11-07
108477,Fox,Heering,M,40000,1986-03-19
108390,Udi,Delaune,F,95505,1988-05-22
108406,Patricia,Bach,M,72133,1995-01-01
108477,Fox,Heering,M,40000,1987-04-06
108539,Ymte,Syrotiuk,F,40000,2002-01-20
108551,Yahiko,Garnick,F,46713,1999-05-16
108563,Shaibal,Reeker,F,47431,2000-06-21
108656,Masanao,Rodiger,F,55062,2001-08-14
108576,Dzung,Tsukuda,F,40000,1990-12-10
108669,Jeanne,Garnham,M,40000,1990-06-12
108586,Stamatina,Farrow,M,40000,1999-08-09
108588,Shahaf,Coney,M,40000,1994-01-08
108597,Kazuhira,Einsfeld,M,40000,1990-09-23
108711,Sanjai,Kambil,F,71845,1998-01-06
108716,Adas,Leivant,M,56037,1998-06-13
108716,Adas,Leivant,M,56037,2000-06-06
108798,DAIDA,Toyoshima,M,79837,1997-09-26
108737,Charlene,Cairo,M,64685,1990-11-28
108749,Owen,Stanger,F,52541,2001-12-01
108816,Volkmar,Gurbaxani,M,48605,1997-03-08
108828,Arup,Denti,M,53688,1998-04-13
108891,Bikash,Chiodo,M,86860,1999-06-17
108906,Hideyuki,Cronan,M,55182,1998-03-06
109036,Cullen,Usery,M,49008,1986-10-13
109036,Cullen,Usery,M,49008,1986-07-18
109172,Adly,Ratzlaff,F,55866,1993-07-16
109088,Giap,Schaar,F,41759,2000-10-11
109088,Giap,Schaar,F,41759,1994-11-29
109101,Xianlong,Hennings,M,85039,1990-02-22
109108,Goncalo,Besselaar,M,40000,1994-11-07
109108,Goncalo,Besselaar,M,40000,2001-05-05
109115,Aris,Stanfel,M,40000,1993-04-19
109141,Szabolcs,Busillo,M,70671,1996-11-10
109181,Rildo,Lally,F,64365,1999-06-16
109206,LiMin,Fontan,M,53548,1996-03-12
109449,Marla,Champarnaud,M,80706,1999-04-01
109457,Stevo,Rosiles,M,82632,1993-07-30
109457,Stevo,Rosiles,M,82632,1990-04-08
109280,Kirk,Rosay,M,46513,1994-10-27
109496,Mariusz,Esposito,M,61761,1997-04-13
109502,Kamakshi,Langford,M,84630,1996-02-29
109512,Shushma,Lalonde,M,48742,1998-01-25
109514,Piyawadee,Zlotek,M,72532,1995-06-22
109306,Isaac,Pietrzykowski,M,61192,1996-11-26
109323,Shuho,Gomatam,M,40000,2000-02-19
109344,JiYoung,Perng,M,48900,2001-02-17
109556,Sachio,Wilfing,M,40000,1996-10-18
109729,Sorina,DiGiano,F,52488,1993-10-02
109570,Duke,Swift,M,40000,1999-03-09
109612,Ingemar,Gopalakrishnan,F,49925,1996-09-16
109621,Bodh,Remmers,F,40000,1994-02-03
109747,Tadahiko,Rullman,F,61675,1986-04-27
109650,Chinya,Dredge,F,47047,1999-12-06
109793,Zhanqiu,Oppitz,M,40000,1998-11-30
109710,Miquel,Improta,F,48036,2002-05-31
109798,Sanjay,Wendorf,F,64397,1992-03-01
109820,Juichirou,Ghelli,F,40000,1999-04-06
109885,Mooi,Sessa,F,40000,2000-05-26
109903,Gully,Kavraki,F,76816,2001-10-17
109915,Abdelghani,Cannane,F,40025,1996-05-20
200078,Nahid,Sury,M,52194,1997-09-09
109947,Martijn,Zockler,M,41681,1998-11-20
109993,Danel,Furudate,M,48668,2002-06-11
109996,Dines,Gelosh,F,79341,1999-04-06
109999,Janche,Coombs,M,40000,2001-02-17
200128,Oscar,Lakshmanan,F,66032,1997-10-08
200008,Zeydy,Hutter,F,52321,1997-02-19
200130,Syozo,Schwaller,M,40000,1995-09-21
200150,Bilhanan,Famili,M,42470,1997-01-18
200057,Gay,Dayana,F,60889,2001-07-28
200060,Faiza,Limongiello,M,63695,2000-09-23
200183,Berhard,Kakkar,M,40000,1987-07-12
200185,Fay,Standera,M,47315,1996-07-16
200196,Xuejia,Akazan,F,58069,2001-12-25
200201,Makato,Ouhyoung,M,100982,1994-10-22
200264,Barna,Cusworth,M,40403,1991-12-04
200218,Radhika,Lichtman,F,69187,1998-04-19
200460,Adit,Guting,M,52647,1995-09-22
200331,Mohamadou,Back,M,40000,1986-05-24
200357,Utz,Junet,F,48376,1999-01-15
200386,Roddy,Ranze,F,64194,2001-11-03
200411,Jaewon,Yurek,M,40000,1986-05-19
200411,Jaewon,Yurek,M,40000,1997-02-26
200413,Luigi,Linares,M,40000,2002-01-31
200476,Vishwani,Frezza,M,43907,1989-03-21
200512,Christophe,Engberts,M,40000,1995-06-05
200586,Geraldo,Beznosov,F,74919,1994-02-01
200666,Weicheng,Dusink,M,40000,1998-09-27
200684,Srinidhi,Cullers,F,57248,1996-03-08
